leaflet width,leaflet length ,stipels ,imbricate  calyx,habit,Brachyblasts ,fruit winged perpendicular to valves,habitat ,Species
8.7,15.7,0,1,2,1,0,0,12
7.7,15.3,0,1,2,1,0,0,12
8.4,13.4,0,1,2,1,0,0,12
10.3,16.8,0,1,2,1,0,0,12
8.2,13.8,0,1,2,1,0,0,12
6.1,10.1,0,1,2,1,0,0,12
5.1,8,0,1,2,1,0,0,12
5.2,7.8,0,1,2,1,0,0,12
6.4,11.3,0,1,2,1,0,0,12
5.3,7.9,0,1,2,1,0,0,12
6,8.7,0,1,2,1,0,0,12
6.5,11.1,0,1,2,1,0,0,12
5.8,8.2,0,1,2,1,0,0,12
11.2,18.4,0,1,2,1,0,0,12
8.7,14.1,0,1,2,1,0,0,12
5.1,10.1,0,1,2,1,0,0,12
8.6,14.4,0,1,2,1,0,0,12
7.3,12.3,0,1,2,1,0,0,12
8.5,14.3,0,1,2,1,0,0,12
5.8,11.1,0,1,2,1,0,0,12
6.2,11.1,0,1,2,1,0,0,12
8.6,13.5,0,1,2,1,0,0,12
8.2,15.2,0,1,2,1,0,0,12
6.6,12.2,0,1,2,1,0,0,12
7.8,14.8,0,1,2,1,0,0,12
6.4,9.6,0,1,2,1,0,0,12
7.7,11.6,0,1,2,1,0,0,12
7.7,12.1,0,1,2,1,0,0,12
6.4,9.5,0,1,2,1,0,0,12
5.7,9.8,0,1,2,1,0,0,12
6.4,13.1,0,1,2,1,0,0,12
5.6,10.4,0,1,2,1,0,0,12
4.8,7.7,0,1,2,1,0,0,12
5.6,9.1,0,1,2,1,0,0,12
5.9,11,0,1,2,1,0,0,12
5.5,10.1,0,1,2,1,0,0,12
8.1,17.1,0,1,2,1,0,0,12
5.7,11.1,0,1,2,1,0,0,12
5.8,8.1,0,1,2,1,0,0,12
4.7,6,0,1,2,1,0,0,12
6.2,11.4,0,1,2,1,0,0,12
